run,hidden,epochs,epoch_loss,training_time_seconds,games_played,sub_optimal_games,train_file,play_file
root,32,50,0.517165,2.505,754,508,train.h32.txt,play.h32.e50.txt
root,32,100,0.348006,4.989,775,497,train.h32.txt,play.h32.e100.txt
root,32,150,0.268252,7.479,748,237,train.h32.txt,play.h32.e150.txt
root,32,200,0.210663,9.967,777,231,train.h32.txt,play.h32.e200.txt
root,32,250,0.166659,12.471,769,261,train.h32.txt,play.h32.e250.txt
root,32,300,0.126119,14.957,781,150,train.h32.txt,play.h32.e300.txt
root,32,350,0.084425,17.426,818,150,train.h32.txt,play.h32.e350.txt
root,32,400,0.05648,19.92,790,50,train.h32.txt,play.h32.e400.txt
root,64,50,0.211649,2.925,753,471,train.h64.txt,play.h64.e50.txt
root,64,100,0.058486,5.951,772,40,train.h64.txt,play.h64.e100.txt
root,64,150,0.005235,8.904,782,0,train.h64.txt,play.h64.e150.txt
root,64,200,0.001609,11.913,782,0,train.h64.txt,play.h64.e200.txt
root,64,250,0.001173,14.942,782,0,train.h64.txt,play.h64.e250.txt
root,64,300,0.000224,18.115,782,0,train.h64.txt,play.h64.e300.txt
root,64,350,0.000637,21.502,782,0,train.h64.txt,play.h64.e350.txt
root,64,400,0.000151,24.873,782,0,train.h64.txt,play.h64.e400.txt
root,128,50,0.073494,3.793,782,9,train.h128.txt,play.h128.e50.txt
root,128,100,0.000521,7.709,782,0,train.h128.txt,play.h128.e100.txt
root,128,150,5.2e-05,11.852,782,0,train.h128.txt,play.h128.e150.txt
root,128,200,6e-06,16.644,782,0,train.h128.txt,play.h128.e200.txt
root,128,250,0.000891,21.414,782,0,train.h128.txt,play.h128.e250.txt
root,128,300,7.3e-05,25.403,782,0,train.h128.txt,play.h128.e300.txt
root,128,350,9e-06,30.197,782,0,train.h128.txt,play.h128.e350.txt
root,128,400,1e-06,36.963,782,0,train.h128.txt,play.h128.e400.txt
root,256,50,0.000693,20.087,782,0,train.h256.txt,play.h256.e50.txt
root,256,100,5.8e-05,43.247,782,0,train.h256.txt,play.h256.e100.txt
root,256,150,8e-06,67.208,782,0,train.h256.txt,play.h256.e150.txt
root,256,200,1e-06,93.794,782,0,train.h256.txt,play.h256.e200.txt
root,256,250,0.0,124.192,782,0,train.h256.txt,play.h256.e250.txt
root,256,300,0.0,158.396,782,0,train.h256.txt,play.h256.e300.txt
root,256,350,0.0,196.71,782,0,train.h256.txt,play.h256.e350.txt
root,256,400,0.000186,222.614,782,0,train.h256.txt,play.h256.e400.txt
