x shape: (4520, 9):
y shape (4520,):
device: cpu
epoch 1/400  loss=2.120091
epoch 50/400  loss=0.493728
epoch 100/400  loss=0.385651
epoch 150/400  loss=0.341508
epoch 200/400  loss=0.307921
epoch 250/400  loss=0.283005
epoch 300/400  loss=0.261860
epoch 350/400  loss=0.242359
epoch 400/400  loss=0.227638
saved ai_sweeps/policy.e400.h32.pt  (4520 positions)
