x shape: (4520, 9):
y shape (4520,):
device: cpu
epoch 1/350  loss=2.076472
epoch 50/350  loss=0.282023
epoch 100/350  loss=0.182559
epoch 150/350  loss=0.123987
epoch 200/350  loss=0.078649
epoch 250/350  loss=0.047376
epoch 300/350  loss=0.026854
epoch 350/350  loss=0.012502
saved ai_sweeps/policy.e350.h64.pt  (4520 positions)
